시도명,시군구명,종량제봉투종류,종량제봉투처리방식,종량제봉투용도,종량제봉투사용대상,1ℓ가격,1.5ℓ가격,2ℓ가격,2.5ℓ가격,3ℓ가격,5ℓ가격,10ℓ가격,20ℓ가격,30ℓ가격,50ℓ가격,60ℓ가격,75ℓ가격,100ℓ가격,120ℓ가격,125ℓ가격,관리부서명,관리부서전화번호,데이터기준일자,제공기관코드,제공기관명
전라남도,함평군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,40,65,120,220,0,530,0,780,1020,0,0,환경상하수도과,061-320-1833,2022-03-22,4960000,전라남도 함평군
서울특별시,마포구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,02-3153-9224,2023-03-22,3130000,서울특별시 마포구
부산광역시,남구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,120,180,340,680,1020,1670,0,2490,0,0,0,자원순환과,051-607-4435,2023-03-16,3310000,부산광역시 남구
전라북도,무주군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,60,100,200,390,0,980,0,0,0,0,0,환경과,063-320-2456,2023-03-07,4740000,전라북도 무주군
서울특별시,동대문구,규격봉투,소각용,음식물쓰레기,가정용,100,0,190,0,300,500,1000,0,0,0,0,0,0,0,0,청소행정과,02-2127-4725,2022-05-03,3050000,서울특별시 동대문구
서울특별시,동대문구,규격봉투,소각용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,청소행정과,02-2127-4725,2022-05-03,3050000,서울특별시 동대문구
서울특별시,동대문구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,청소행정과,02-2127-4725,2022-05-03,3050000,서울특별시 동대문구
서울특별시,동대문구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1020,2040,0,0,0,0,0,0,0,청소행정과,02-2127-4725,2022-05-03,3050000,서울특별시 동대문구
경기도,파주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,220,410,800,1190,1950,0,2910,3870,0,0,자원순환과,031-940-4473,2022-04-15,4060000,경기도 파주시
경기도,파주시,규격봉투,소각용,음식물쓰레기,가정용,60,0,100,0,140,220,410,800,0,0,0,0,0,0,0,자원순환과,031-940-4473,2022-04-15,4060000,경기도 파주시
서울특별시,성북구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,0,0,0,0,청소행정과,02-2241-4418,2022-04-25,3070000,서울특별시 성북구
서울특별시,성북구,규격봉투,소각용,생활쓰레기,영업장용,0,0,0,0,0,0,0,520,780,1330,0,2000,0,0,0,청소행정과,02-2241-4418,2022-04-25,3070000,서울특별시 성북구
서울특별시,성북구,규격봉투,기타,음식물쓰레기,가정용,100,0,190,0,300,500,0,0,0,0,0,0,0,0,0,청소행정과,02-2241-4418,2022-04-25,3070000,서울특별시 성북구
서울특별시,성북구,특수규격마대,매립용,생활쓰레기,범용,0,0,0,0,0,0,1020,2040,3060,0,0,0,0,0,0,청소행정과,02-2241-4418,2022-04-25,3070000,서울특별시 성북구
서울특별시,성북구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,청소행정과,02-2241-4418,2022-04-25,3070000,서울특별시 성북구
서울특별시,강북구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,1880,0,0,0,서울특별시 강북구 청소행정과,02-901-6795,2022-04-20,3080000,서울특별시 강북구
서울특별시,강북구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,250,490,0,0,0,0,0,0,0,서울특별시 강북구 청소행정과,02-901-6795,2022-04-20,3080000,서울특별시 강북구
서울특별시,강북구,규격봉투,매립용,음식물쓰레기,가정용,100,0,200,0,300,500,0,0,0,0,0,0,0,0,0,서울특별시 강북구 청소행정과,02-901-6795,2022-04-20,3080000,서울특별시 강북구
서울특별시,강북구,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,1020,2040,0,5100,0,0,0,0,0,서울특별시 강북구 청소행정과,02-901-6795,2022-04-20,3080000,서울특별시 강북구
부산광역시,사하구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,220,430,850,1280,2070,0,3080,0,0,0,자원순환과,051-220-4435,2022-04-18,3340000,부산광역시 사하구
부산광역시,사하구,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,430,850,0,0,0,0,0,0,0,자원순환과,051-220-4435,2022-04-18,3340000,부산광역시 사하구
부산광역시,사하구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,자원순환과,051-220-4435,2022-04-18,3340000,부산광역시 사하구
부산광역시,사하구,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,1280,2070,0,0,0,0,0,자원순환과,051-220-4445,2022-04-18,3340000,부산광역시 사하구
부산광역시,사하구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,1280,0,0,0,0,0,0,자원순환과,051-220-4434,2022-04-18,3340000,부산광역시 사하구
경기도,고양시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,120,180,360,710,0,1760,0,2640,0,0,0,고양시 자원순환과,031-8075-2685,2022-04-08,3940000,경기도 고양시
경기도,고양시,규격봉투,소각용,음식물쓰레기,가정용,50,0,90,0,120,180,360,710,0,0,0,0,0,0,0,고양시 자원순환과,031-8075-2685,2022-04-08,3940000,경기도 고양시
경기도,남양주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,190,370,740,1110,1850,0,2780,0,0,0,자원순환과,031-590-4255,2022-03-31,3990000,경기도 남양주시
경상북도,봉화군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,50,80,150,250,0,600,0,0,1200,0,0,녹색환경과,054-679-6412,2022-04-07,5240000,경상북도 봉화군
부산광역시,북구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,170,340,680,1020,1660,0,2470,0,0,0,자원순환과,051-309-4437,2022-04-05,3320000,부산광역시 북구
부산광역시,북구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,340,680,0,0,0,0,0,0,0,자원순환과,051-309-4437,2022-04-05,3320000,부산광역시 북구
전라남도,해남군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,110,210,430,0,1050,0,1580,0,0,0,환경교통과,061-530-5336,2022-04-04,4930000,전라남도 해남군
전라북도,부안군,재사용규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,부안군,재사용규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,부안군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,700,0,0,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,부안군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,부안군,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,부안군,특수규격마대,매립용,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,2500,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
대구광역시,달서구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,100,150,290,560,850,1400,0,2080,2770,0,0,청소과,053-667-2711,2022-05-16,3470000,대구광역시 달서구
서울특별시,영등포구,규격봉투,소각용,생활쓰레기,가정용,0,0,60,0,0,130,250,490,740,1250,0,1880,0,0,0,청소과,02-2670-3437,2022-05-10,3180000,서울특별시 영등포구
서울특별시,영등포구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,90,130,250,490,740,0,0,0,0,0,0,청소과,02-2670-3437,2022-05-10,3180000,서울특별시 영등포구
서울특별시,영등포구,규격봉투,기타,음식물쓰레기,가정용,100,0,190,0,300,500,1000,2000,0,0,0,0,0,0,0,청소과,02-2670-3436,2022-05-10,3180000,서울특별시 영등포구
서울특별시,영등포구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,1020,2040,0,0,0,0,0,0,0,청소과,02-2670-3437,2022-05-10,3180000,서울특별시 영등포구
경상북도,문경시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,70,140,270,0,650,0,930,1200,0,0,환경보호과,054-550-6192,2022-05-12,5120000,경상북도 문경시
강원도,양양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,340,500,830,0,1230,1630,0,0,환경과,033-670-2186,2022-05-11,4350000,강원도 양양군
강원도,양양군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,환경과,033-670-2186,2022-05-11,4350000,강원도 양양군
강원도,양양군,규격봉투,기타,음식물쓰레기,가정용,0,0,40,0,60,90,170,340,0,0,0,0,0,0,0,환경과,033-670-2186,2022-05-11,4350000,강원도 양양군
강원도,양양군,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,340,0,830,0,0,1630,0,0,환경과,033-670-2186,2022-05-11,4350000,강원도 양양군
인천광역시,미추홀구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,620,0,1540,0,2310,0,0,0,청소행정팀,032-880-4353,2022-05-09,3510500,인천광역시 미추홀구
인천광역시,미추홀구,규격봉투,소각용,음식물쓰레기,가정용,60,0,120,0,180,300,600,1200,0,0,0,0,0,0,0,청소행정팀,032-880-4353,2022-05-09,3510500,인천광역시 미추홀구
인천광역시,미추홀구,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,0,2110,0,4220,0,0,0,8790,청소행정팀,032-880-4353,2022-05-09,3510500,인천광역시 미추홀구
인천광역시,미추홀구,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,310,620,0,0,0,0,0,0,0,청소행정팀,032-880-4353,2022-05-09,3510500,인천광역시 미추홀구
서울특별시,동대문구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,130,250,490,740,1250,0,1880,0,0,0,청소행정과,02-2127-4725,2022-05-03,3050000,서울특별시 동대문구
울산광역시,울주군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,600,0,1490,0,2220,0,0,0,환경자원과,052-204-2146,2022-08-03,3730000,울산광역시 울주군
부산광역시,서구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,140,220,430,850,1280,2070,0,3080,0,0,0,청소행정과,051-240-4436,2022-08-04,3260000,부산광역시 서구
강원도,원주시,재사용규격봉투,기타,생활쓰레기,가정용,0,0,0,0,0,170,320,680,0,0,0,0,0,0,0,생활자원과,033-737-3086,2022-07-19,4190000,강원도 원주시
강원도,원주시,특수규격마대,매립용,생활쓰레기,사업장용,0,0,0,0,0,0,0,1200,0,2600,0,3800,0,0,0,생활자원과,033-737-3086,2022-07-19,4190000,강원도 원주시
경기도,연천군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,3000,0,0,0,0,0,0,0,환경보호과,031-839-2253,2022-06-13,4140000,경기도 연천군
전라남도,담양군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,180,310,0,900,0,1350,0,0,0,생태환경과,061-380-3076,2022-06-30,4850000,전라남도 담양군
전라북도,익산시,규격봉투,소각용,생활쓰레기,가정용,30,0,60,0,80,140,270,540,810,1350,0,0,2700,0,0,청소자원과,063-859-5477,2022-06-28,4680000,전라북도 익산시
대구광역시,서구,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,100,150,290,560,850,1400,0,2080,2770,0,0,대구광역시 서구청 환경청소과,053-663-2711,2022-06-10,3430000,대구광역시 서구
대전광역시,서구,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,100,170,330,660,0,1650,0,2480,0,0,0,자원순환과,042-288-3572,2022-06-27,3660000,대전광역시 서구
경기도,동두천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,250,550,0,1250,0,2000,0,0,0,경기도 동두천시청 환경보호과,031-860-2100,2022-06-30,3920000,경기도 동두천시
경기도,동두천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,2000,0,3600,0,0,0,0,0,경기도 동두천시청 환경보호과,031-860-2100,2022-06-30,3920000,경기도 동두천시
경기도,동두천시,규격봉투,기타,음식물쓰레기,가정용,30,0,50,0,70,120,250,550,0,0,0,0,0,0,0,경기도 동두천시청 환경보호과,031-860-2100,2022-06-30,3920000,경기도 동두천시
경상북도,영주시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,960,0,1470,0,0,0,환경보호과,054-639-6775,2022-06-01,5090000,경상북도 영주시
경상북도,영주시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,120,210,390,0,0,0,0,0,0,0,환경보호과,054-639-6775,2022-06-01,5090000,경상북도 영주시
경상북도,영주시,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,0,120,210,390,0,0,0,0,0,0,0,환경보호과,054-639-6775,2022-06-01,5090000,경상북도 영주시
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2022-08-23,4750000,전라북도 장수군
강원도,원주시,규격봉투,기타,음식물쓰레기,가정용,0,0,80,0,100,170,320,680,0,1690,0,0,0,0,0,생활자원과,033-737-3086,2022-07-19,4190000,강원도 원주시
인천광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,160,310,620,0,1540,0,0,3070,0,0,자원순환과,032-770-6412,2022-07-07,3500000,인천광역시 동구
인천광역시,동구,규격봉투,소각용,음식물쓰레기,가정용,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,자원순환과,032-770-6423,2022-07-07,3500000,인천광역시 동구
인천광역시,동구,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,2560,0,0,5130,0,0,자원순환과,032-770-6412,2022-07-07,3500000,인천광역시 동구
인천광역시,동구,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1400,0,0,0,0,0,자원순환과,032-770-6412,2022-07-07,3500000,인천광역시 동구
경상남도,거창군,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,200,400,0,0,0,0,0,0,0,환경과,055-940-3500,2022-06-30,5470000,경상남도 거창군
경상남도,거창군,특수규격마대,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,1060,0,0,0,0,0,환경과,055-940-3500,2022-06-30,5470000,경상남도 거창군
부산광역시,기장군,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,590,0,1470,0,2200,0,0,0,청소자원과,051-709-4432,2022-05-27,3400000,부산광역시 기장군
경기도,부천시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,300,600,0,0,0,0,0,0,0,자원순환과,032-625-3188,2022-05-23,3860000,경기도 부천시
경기도,부천시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,300,0,900,0,0,0,0,0,0,자원순환과,032-625-3188,2022-05-23,3860000,경기도 부천시
경기도,부천시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,150,300,600,0,1500,0,2250,0,0,0,자원순환과,032-625-3188,2022-05-23,3860000,경기도 부천시
경기도,부천시,규격봉투,매립용,음식물쓰레기,가정용,30,0,60,0,90,150,300,600,900,0,0,0,0,0,0,자원순환과,032-625-3188,2022-05-23,3860000,경기도 부천시
경기도,부천시,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,자원순환과,032-625-3188,2022-05-23,3860000,경기도 부천시
전라북도,정읍시,규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,90,170,310,0,770,0,0,0,0,0,환경과,063-539-5726,2022-05-25,4690000,전라북도 정읍시
전라북도,정읍시,재사용규격봉투,소각용,생활쓰레기,가정용,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,환경과,063-539-5726,2022-05-25,4690000,전라북도 정읍시
전라북도,정읍시,특수규격마대,매립용,생활쓰레기,가정용,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,환경과,063-539-5726,2022-05-25,4690000,전라북도 정읍시
전라북도,정읍시,규격봉투,매립용,음식물쓰레기,가정용,0,0,0,0,150,250,0,0,0,0,0,0,0,0,0,환경과,063-539-5726,2022-05-25,4690000,전라북도 정읍시
전라북도,부안군,규격봉투,매립용,생활쓰레기,가정용,0,0,0,0,110,200,350,700,1000,1600,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,부안군,규격봉투,매립용,생활쓰레기,사업장용,0,0,0,0,110,200,350,700,1000,1600,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,부안군,규격봉투,매립용,생활쓰레기,기타,0,0,0,0,110,200,350,700,1000,1600,0,0,0,0,0,부안군,063-580-4357,2022-05-26,4790000,전라북도 부안군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,재사용규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장수읍,063-350-1214,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,산서면,063-350-1263,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,번암면,063-350-1312,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,장계면,063-350-1363,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,천천면,063-350-1414,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계남면,063-350-1463,2022-08-23,4750000,전라북도 장수군
전라북도,장수군,규격봉투,소각용,생활쓰레기,기타,0,0,0,0,0,90,180,360,540,900,0,1350,0,0,0,계북면,063-350-1512,2022-08-23,4750000,전라북도 장수군
