age,length,diameter,height,weight,gender
5,0.3210076588974351,0.08972007032027071,0.056366161311610596,44.931400532737015,1
5,0.52631746189117,0.1452802763687399,0.1931553879148581,9.92237449258776,1
9,0.3167194872346779,0.07872021087773108,0.15083523408476524,87.7265165883899,1
5,0.5134351841403207,0.3178447043293908,0.055222142723191016,4.2346678300854945,0
4,0.3546710326840934,0.05759105335671897,0.1324398534607559,77.23849754721851,0
8,0.14318849018532062,0.0980379726834485,0.07455371210935476,28.193716299515827,1
6,0.4300199311114745,0.14122003341241696,0.14822134061864956,14.343761824705329,1
6,0.20329730353763473,0.3548789003534559,0.12107258960874327,70.29335478293267,1
1,0.523637661253689,0.1127935244557211,0.1537642062887867,62.637498902328055,1
2,0.4406795645483679,0.20164755650656052,0.05777811971795258,4.04038932984778,1
6,0.1891836746551586,0.16379126822539752,0.18713610864190483,39.12282375967483,0
4,0.13492950866967304,0.2541914657234635,0.19867024975084316,55.79006436121883,1
1,0.10484408539839793,0.377763835049341,0.04126121673462708,35.965768949967185,0
6,0.5460248290406644,0.379273580736314,0.1074520113816332,63.35599332431401,0
1,0.1667326047906811,0.06837785860554296,0.17406048151253808,46.526982477654606,1
2,0.4895959871256943,0.25867389212697134,0.0760626178464433,64.80975406637005,1
3,0.5625817129187743,0.3621303378785446,0.05610109205607256,61.14890323987161,0
5,0.4575893744818713,0.32332589650986576,0.14890238974313671,20.49458086970085,0
3,0.345409306425439,0.12403686420420584,0.1957283864100247,34.11516626043424,0
1,0.3347491514639376,0.31774805664812816,0.10571208556398012,30.67365563395655,0
4,0.5413546446964521,0.11617193095286699,0.08456180806335607,98.050774838418,1
3,0.344205029970195,0.3645658556500219,0.08446724443343684,24.768428163159086,0
1,0.30728374257472657,0.053125942752065475,0.16095622721975958,23.41540570708032,1
8,0.18705597611356614,0.08158154282139178,0.14415159137067154,6.218327983451007,0
6,0.337644720954308,0.26671397986545176,0.07059429202247822,94.87008884736719,1
1,0.49182398256064364,0.18385403480041745,0.19517184466755397,47.86231422696671,0
3,0.37821471359587033,0.08379700749485856,0.17940029252514073,98.90869734115049,1
8,0.1799335410303529,0.3947266578737892,0.14317633207262384,75.09529375681608,0
3,0.171914682840528,0.36380343936746734,0.09374766659472938,3.907467960061389,0
3,0.4247315148919675,0.14488968711135772,0.0493862362296251,79.656766046175,1
4,0.3696117987068763,0.21561651669846404,0.13634329340765936,90.91897735943928,1
4,0.2628423832084077,0.21791385456897744,0.15323911258716247,73.70613852164021,1
3,0.17350694744440062,0.22793663623174143,0.1247747339233391,26.960083564191027,0
4,0.17993503357146265,0.3885407570622655,0.10416718827053706,14.970842538833981,0
5,0.16470616871112567,0.08498548045749753,0.03242789729200202,19.80877982035483,0
2,0.3894611937694473,0.06387765959695314,0.15909880817818828,99.29222548199878,0
3,0.14613008520346663,0.21929726149840822,0.10340237116220795,50.2521295329494,0
2,0.5552723611967318,0.21039065414166047,0.172281828159417,99.65581621249872,0
5,0.141485873828098,0.13234199538777952,0.035615542681031974,66.03110500379643,0
7,0.5001892310536192,0.07060459915536803,0.1933669830239639,93.07762427798137,0
9,0.5385654829406191,0.09334554613121854,0.10332819781204498,64.52020164005577,0
3,0.14672972822205868,0.3498643364743769,0.023746569999640463,25.034416815833985,1
4,0.31315294016161943,0.18988358023550667,0.06322161217810908,31.844699029189442,1
1,0.33661033697285525,0.18348900370081067,0.1814902393491165,90.34639613169938,1
1,0.39009855288162976,0.057690772422522615,0.07346341023992659,92.24834140059647,1
7,0.45812208710900937,0.18116344671759527,0.19431483953029344,63.965109759030845,0
1,0.11353449238859506,0.2815625509211031,0.09438306775837631,10.240651853080877,0
7,0.4656986699999134,0.26887537008406487,0.07973878644379695,26.46064980496284,0
4,0.4834817527254627,0.36989692619962544,0.16005622660725788,18.204003422917932,1
4,0.10488321779814166,0.28512800525292653,0.098752687362079,62.195331245362404,1
9,0.25414308368849237,0.16342894202413447,0.024357646816574985,15.861765171697655,0
9,0.21643273554048995,0.16067699520786843,0.16747977217877638,44.364326217617545,1
9,0.3517137139699763,0.3416605326664631,0.1601878350399615,55.4678147629664,1
3,0.5768606903319159,0.3215311265876945,0.10784865375702546,23.173136015206246,0
4,0.37890565044143587,0.14840353811059181,0.011839830227197192,23.102080901526126,1
3,0.14873434436274494,0.29987451814474625,0.035907831397271626,27.061107282528187,0
1,0.41083924537804406,0.24655204831092792,0.14527820956888063,89.75721944630536,0
9,0.531511308330175,0.18988100505191507,0.12226293448535139,56.68040739425754,0
9,0.1788161378683288,0.23580104568755517,0.14300845528802772,13.01821036865946,1
4,0.5962147616428279,0.07983157110308202,0.0785775498004862,20.898635647480965,0
9,0.14250053375741265,0.2829872058494033,0.129581574562613,93.71604632134982,0
3,0.14722895707524727,0.06037218634560543,0.09261706091931995,37.62403545588091,0
9,0.41680394485009553,0.36125056062753763,0.08862219383219506,35.363508183220425,1
5,0.5746487366509174,0.28874163555732746,0.0888561973893085,47.26437295133222,0
4,0.5683732368947276,0.36196002260011867,0.016090567568969805,39.719006942267065,1
1,0.32368914730356657,0.05042265010789705,0.021589051288499035,34.158998493796815,0
5,0.46384817156582436,0.3780265889427458,0.17137064111459227,36.964753643311845,0
4,0.4711189889658415,0.38540757584172747,0.14214985258878843,86.71263761419446,1
7,0.25349302798130635,0.3287117945237827,0.053778223310101854,69.62544644763764,1
9,0.15988567454877808,0.3972258449844898,0.0324440733182074,2.2679835127543577,0
1,0.3219393378373492,0.17432881933967032,0.01773494987412007,95.83549878493149,0
9,0.29588715961697887,0.34691905253643124,0.10114435913743706,82.4454083003781,0
6,0.3659245885358464,0.31973607350119876,0.1217137537796558,92.14542963335832,1
1,0.52267884091012,0.3021846311586021,0.1806116278666798,24.449250227048214,0
7,0.36813727218393766,0.2716951875239785,0.18485163332456428,69.00206154793115,0
6,0.4401350755230148,0.15758164098997562,0.07958642073278856,97.68781455097846,0
4,0.40458879077919396,0.23804765887453277,0.18685949634512047,13.145166431724453,1
2,0.14923900168198542,0.14610126709557145,0.11369807465639212,74.79546770760477,1
9,0.14601379280597862,0.053041471429205844,0.11907746014825314,24.63185981525111,0
1,0.12798291417472393,0.058730653619497225,0.04394077128779493,51.24701000603632,1
5,0.14326624509969402,0.10050013380611175,0.03201367613543271,25.621083261311874,1
7,0.21858664681935572,0.22981590645731764,0.056431453769196456,65.07864355663848,0
6,0.5197564834098316,0.12793027646613614,0.03361488983927951,68.9151347021086,1
8,0.3611852661356556,0.17932139267580277,0.05242541723430714,4.74028533943824,1
9,0.3565374315857728,0.06928754706597955,0.11256454177513558,55.14910728370016,1
9,0.4249159867617267,0.3689190065168548,0.17496844697470557,64.49827823358896,0
3,0.37229543869175385,0.35973316252040377,0.16104767938534684,57.25712935373085,0
9,0.11623264782563189,0.3640469756251507,0.01614768418655181,27.730916118468627,0
7,0.3900758581354886,0.16626681066944188,0.14272590784882716,22.472016268987936,0
7,0.4855445240849824,0.2995243985320961,0.018890439741292134,15.781459989892099,0
2,0.28811328713609363,0.199430193639412,0.1996248423777431,76.10738747324216,1
7,0.34551237045036365,0.15559236312139113,0.15898172655583478,79.37547722896477,0
9,0.5908198402020345,0.07464379089711502,0.05396253811654166,55.258604313628304,0
9,0.22232570713108854,0.19764558123691062,0.10312095034724846,53.466399443668145,1
4,0.2871615983186103,0.18591186124476888,0.1513792338810487,36.43009455646869,0
3,0.12282982099448922,0.10613773770729742,0.16956323960071973,8.04708415208775,1
4,0.25503381998447483,0.17257254133740033,0.05348290413783981,98.4110149930368,1
7,0.5157596999360686,0.08346695890574958,0.035450289233568834,87.04988308575328,1
4,0.5035114179935505,0.3548858866649149,0.1869045525877595,20.94716308772864,0
7,0.42001207764971915,0.2836576569212576,0.13744471462949948,42.77283759490286,1
6,0.2840512009907671,0.11745129187086271,0.17649412933898145,65.42517746969749,1
8,0.2563766478867622,0.3713321828525428,0.05415279931727727,55.48826405357439,1
1,0.5009180750265662,0.25288831239633724,0.03445235665572877,25.494411594209947,0
9,0.13522359297207973,0.2095644531799265,0.07656178526265092,32.74320595973839,0
5,0.44178648018279887,0.2748231122772113,0.05801298754615849,78.92237892761636,1
7,0.2903646224963038,0.13890883086412503,0.0238232760826622,16.66384770164837,1
6,0.41696547815896234,0.24287770197776387,0.13245102959376379,8.617319828604376,0
9,0.5634395447273124,0.09616613740913274,0.05773027268561661,51.561879271672694,0
3,0.5269700587693191,0.12018060452199712,0.09554264915360987,22.522310285922263,1
4,0.3488389892678253,0.22991906514070254,0.06477710514018427,23.615491721297566,1
8,0.3139171894157362,0.08412268447527985,0.18502651959961378,52.82870567223142,0
6,0.511279725680406,0.34814879477831057,0.09553974117477136,50.104088095080485,1
4,0.4691132903652522,0.18844034042914098,0.17717277057397143,92.83185720067439,0
5,0.32357192024791814,0.1315772385625707,0.018363108835706722,50.593203162229734,1
6,0.5844515205497179,0.25490122616109256,0.11180236473812778,20.039227392270206,0
4,0.2815806289202232,0.31139273011200963,0.09601879432107678,3.1942840290613996,1
4,0.29876674579831697,0.2631460149772688,0.07196236154610876,8.875719185570993,1
8,0.46934132960672303,0.2526539222486568,0.06703599702277639,42.275836047244766,0
8,0.3245417138506448,0.10953487365304945,0.0606897500285658,51.953577352528924,0
4,0.5686421819588783,0.29022671735781264,0.04791061136054748,64.82581370926013,1
3,0.22861674273569668,0.39188063108822,0.10360016220895003,47.38507308601759,0
4,0.29087990361814087,0.26300765751478444,0.07557617649668237,65.99082500987598,1
8,0.4485708084141774,0.16493263227993576,0.07281410063914295,0.5713374785693894,1
8,0.5485350523015717,0.33094224896387225,0.0225793627684577,1.9707021299097764,0
6,0.16052993980054273,0.34272740961853565,0.012634358797718969,80.3719986280616,1
2,0.22077284324698163,0.19534798134704345,0.18321478360826557,61.56336178564258,1
3,0.21413180495018566,0.19546289132734018,0.08861410147444619,75.69592913705898,1
3,0.3447546644171797,0.37781598786653925,0.1386384624727544,38.15113530658344,0
9,0.5457613387458781,0.30276440834320767,0.09595580335130398,60.2929018027342,1
2,0.27905373755756113,0.06151546709367304,0.048121157430258014,47.1823999008945,1
6,0.2926187092749638,0.19908108078304065,0.1866002854729683,72.66896481024511,0
9,0.558363509665091,0.08286306401111004,0.033305776833573116,10.217135491041905,0
5,0.1569083201949306,0.39249164098040557,0.10146129351876478,12.190413516193631,1
1,0.4155627707855287,0.25132436454722373,0.02742833833351828,81.4157428327519,1
3,0.16640749938434693,0.2752873306011864,0.053562457856096354,10.984564657042922,0
6,0.2871222904857106,0.17756193954948746,0.14022883721447668,96.46882614174258,1
6,0.2622024318158189,0.2837002111050173,0.11001838246105218,71.40762652495131,1
1,0.44005776881354763,0.250145273344497,0.11451035676249964,52.637450725313926,0
9,0.4977673730695735,0.32113921627968084,0.1681253835992909,88.66874251211757,0
2,0.35196680593971774,0.36503574585289966,0.021547849697652013,86.40134674466118,1
2,0.24812119418557135,0.19150728420808494,0.1819170744974029,77.65497175350785,1
1,0.542981134501059,0.3633707898717493,0.13373323688812927,79.83063999512437,0
4,0.2759352804636278,0.07277886850504464,0.13177239193681756,78.25830645238659,1
9,0.46919516884680634,0.28991708335646393,0.015739558042035987,57.185751175386216,1
9,0.3776806315130874,0.13087451782607523,0.18291379719165626,72.82167743593854,1
5,0.20075885666160917,0.2386039761883023,0.015316578320278265,45.98638762854956,1
5,0.37425954813990514,0.32056224165943814,0.045235114286247956,80.32046987228688,1
1,0.35982141472477347,0.31130450087014444,0.18022312649627434,74.48135646556548,1
4,0.27439133208529976,0.3025005385497721,0.0340782575360813,86.69601228647365,1
8,0.11230997852822786,0.2190120679034515,0.08561774991663859,92.78523464379637,0
4,0.17441465172158763,0.11790798547033401,0.1544093482588827,1.8569558997028162,1
3,0.16592601908147628,0.12194821292430204,0.11696001396699195,48.3019318422388,1
2,0.45395873133771747,0.23741388988109108,0.148790829918748,91.75662074083405,0
2,0.45453605678256515,0.2032349880686063,0.04664075900319618,17.40853108713871,0
3,0.40587420721647893,0.3912464342967907,0.08828996425237641,4.402618877620846,0
2,0.435953508139978,0.15528837401419293,0.10469373857067465,43.299489225412024,0
5,0.32375793538051234,0.07763946828478316,0.05628846968557075,43.4097058156554,0
3,0.4480385844830026,0.3044072880286337,0.1996043296427531,53.353914715261254,0
6,0.28916307242258565,0.39139844704221316,0.13751195913072548,47.329411720743565,0
6,0.15001602464470284,0.323731282029074,0.1779180929672135,69.95038506561262,0
6,0.5801283921874534,0.13646582421940323,0.08466368722291717,54.411328679421764,1
3,0.13621722373289866,0.06279634497040545,0.18571956510487217,54.462874848844066,1
6,0.10965030322553551,0.19242267599453178,0.05780908368281754,66.88771823554265,0
8,0.5897866259322448,0.3572127759372902,0.03999793534951445,52.477817037926165,0
8,0.17423904386248593,0.2011978245250503,0.15950340518990677,6.682015149557963,1
7,0.22935116103575062,0.14943014725112597,0.1948731602238954,81.22026050570494,0
2,0.20776440578227243,0.3773556600595562,0.021786805899099645,29.002127705720685,1
7,0.38995619919925284,0.3202929540839743,0.02900050862914197,90.21421837874175,0
8,0.587875842569965,0.26384527777430733,0.07040059517478246,64.40225356595609,1
3,0.23650445064695233,0.05093697486168836,0.10993067833216108,76.50493803203834,0
4,0.5850375369255004,0.3760267617908307,0.1438115458469125,31.594843454995505,0
2,0.11274867448364742,0.2858430701318337,0.19155460422382523,16.031778415923363,0
6,0.5440218527088552,0.1285634284405987,0.032385750226403914,65.32097254786238,0
3,0.45430441912405495,0.05866357769070177,0.07769984652273705,34.039565683918184,1
1,0.23888683681575526,0.0526139112107216,0.06059395780090553,43.308430063509434,0
2,0.5474315960890443,0.374590893036917,0.16340952016802185,85.00896533970567,1
1,0.11326127629948787,0.29260348105499373,0.041076171005873796,2.72199039884834,1
7,0.41281830867196423,0.29680163922367797,0.17659951841213292,79.53341462866715,0
1,0.26477135540604124,0.25862274652840506,0.15700497708354413,92.46706264659032,0
5,0.583560565346176,0.23803247909260422,0.17792554116702142,50.87189599332041,1
9,0.18428820240754742,0.209452496269179,0.19414187336380861,14.84581511099959,1
5,0.5507414931567107,0.2600676232139764,0.11895434818982048,39.92533093627131,0
4,0.2649678254356068,0.2789286760202685,0.09709836254469027,15.322999532881585,1
4,0.5446166608655001,0.18056392204089933,0.1021558013448957,12.713109097770545,1
9,0.3562258293795436,0.283881890532247,0.18014745749892036,96.4093426281847,0
9,0.35531445346809,0.20990962647646283,0.04964983260612188,30.69041574075971,1
8,0.2934135767836663,0.07977338326007107,0.08131658204719429,27.0346781026387,0
1,0.36504446797961154,0.13161081291250556,0.13181525702671026,77.22364357732401,0
4,0.572353740448238,0.07848010155820864,0.14604620322534437,53.06783926097867,0
9,0.5464311234836418,0.16270606751785915,0.020710710802613625,87.36256196633812,1
8,0.438557199916609,0.26396459706916736,0.19584920977562972,99.98545589047978,1
8,0.4195136922457906,0.17866916068517819,0.07297586517173028,8.48834111710646,1
2,0.37418066888762547,0.30417951408339744,0.04915207211009576,14.736302958458515,0
9,0.2363415589320587,0.2873207935742044,0.06836286064230242,94.33875377793032,0
5,0.1741343210738139,0.10064189881228722,0.1971067697692188,21.524505068619053,1
8,0.5281514884167733,0.10881488247879298,0.13702965976934928,4.970513216035637,1
1,0.4175283994910748,0.07255240583601459,0.05660280898957874,86.10602524128439,1
5,0.24982174712376334,0.14251646528310058,0.04820824339880082,7.820607201946188,0
1,0.33010985319569364,0.17192486357940645,0.02423008151068433,96.20320510401461,1
7,0.112263698617135,0.08088688385031646,0.07901065593733593,76.1477714156985,1
5,0.37903255046200546,0.2607802119137211,0.1665131004499746,40.74002088087251,0
3,0.28057575855215844,0.3000315091089359,0.06233080010357473,6.9792888323277396,0
5,0.351354770384514,0.10502773527578402,0.08001328260307489,71.30564241072662,1
7,0.1768137686860308,0.16974812941252576,0.15467297174328776,57.198504186888826,0
4,0.31275381871540464,0.3045374672150735,0.14222990317488576,15.562872257939743,0
4,0.5530859202974702,0.28216127347022935,0.08836237439262419,62.920436696507004,0
8,0.10425579502831375,0.3490610098325595,0.041220670139668195,65.901450585311,0
9,0.58443204987701,0.24411118614806604,0.17981682361136467,94.56918553705508,0
6,0.4454468627113969,0.05901476083535395,0.11926172504844741,46.054600409238375,0
1,0.1497081971807042,0.0700622183844602,0.05878588512604057,51.49259341787172,1
9,0.24488793796028943,0.07802138266915179,0.05499010695834575,90.89956270939462,0
6,0.3695367733834577,0.23099804671489443,0.09519327791507332,25.017031077549603,1
5,0.46207392420195426,0.31428716257414524,0.08659796454336247,26.70297882219232,0
8,0.294433715204534,0.061295650872127884,0.023087286357219877,93.04602172764874,1
5,0.21354198547898476,0.2098406576404942,0.18919706347987503,37.658164993695046,1
2,0.32742993980792245,0.3386791969651264,0.15952128732227866,77.27739697696909,0
4,0.5860412537632123,0.2840120467250697,0.10434414446285385,34.31438247925008,0
4,0.5169091171129432,0.2410711587637666,0.07211151785749786,22.203737268940422,0
3,0.5573953301343011,0.2560840983599371,0.0444805008577921,31.22750129436562,1
6,0.43364242202223247,0.3637679998327136,0.04159501830163187,50.94308972981495,0
3,0.32033304651706906,0.2512772343561364,0.05569317516837384,22.567214522887433,1
4,0.4425459955252975,0.19763672710008062,0.05190037694931445,73.13524921774868,1
6,0.4242991541846278,0.29603309877569545,0.14484310212893792,7.954683529985254,0
8,0.11455000710055288,0.17502259843923884,0.15623041491709377,55.554866717359275,0
3,0.5597657177494575,0.3905191101733409,0.07906153530223306,57.877344150872304,0
8,0.3712285013572709,0.3553058784589435,0.04028480435765195,31.90925669057839,1
2,0.5955708254871979,0.10482872197743687,0.13249952458631034,4.924550422904569,1
7,0.2915514457745716,0.28944400490691957,0.07323788741267147,51.4748509602199,0
6,0.5033346626568054,0.06192476785674327,0.18712734856872257,6.85062391274245,1
